,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,date,hour,weekday,month
3024,2011/7/14 22:00,fall,0,1,1,26.24,31.06,57,6.0032,42,134,176,2011/7/14,22,Thursday,July
3025,2011/7/14 23:00,fall,0,1,1,26.24,30.305,65,16.9979,27,97,124,2011/7/14,23,Thursday,July
3026,2011/7/15 0:00,fall,0,1,1,25.42,29.545,73,15.0013,23,57,80,2011/7/15,0,Friday,July
3027,2011/7/15 1:00,fall,0,1,1,25.42,29.545,73,12.998,7,13,20,2011/7/15,1,Friday,July
3028,2011/7/15 2:00,fall,0,1,1,24.6,28.79,78,11.0014,16,22,38,2011/7/15,2,Friday,July
3029,2011/7/15 3:00,fall,0,1,1,24.6,29.545,73,12.998,1,6,7,2011/7/15,3,Friday,July
3030,2011/7/15 4:00,fall,0,1,1,24.6,29.545,73,11.0014,2,8,10,2011/7/15,4,Friday,July
3031,2011/7/15 5:00,fall,0,1,1,24.6,29.545,73,8.9981,7,16,23,2011/7/15,5,Friday,July
3032,2011/7/15 6:00,fall,0,1,2,24.6,29.545,73,7.0015,12,108,120,2011/7/15,6,Friday,July
3033,2011/7/15 7:00,fall,0,1,1,26.24,30.305,65,7.0015,17,257,274,2011/7/15,7,Friday,July
3034,2011/7/15 8:00,fall,0,1,1,26.24,30.305,65,16.9979,50,514,564,2011/7/15,8,Friday,July
3035,2011/7/15 9:00,fall,0,1,1,27.88,31.82,54,12.998,31,176,207,2011/7/15,9,Friday,July
3036,2011/7/15 10:00,fall,0,1,2,27.06,31.06,61,11.0014,59,107,166,2011/7/15,10,Friday,July
3037,2011/7/15 11:00,fall,0,1,1,28.7,32.575,54,8.9981,73,137,210,2011/7/15,11,Friday,July
3038,2011/7/15 12:00,fall,0,1,1,28.7,32.575,48,12.998,61,177,238,2011/7/15,12,Friday,July
3039,2011/7/15 13:00,fall,0,1,1,28.7,32.575,54,12.998,85,162,247,2011/7/15,13,Friday,July
3040,2011/7/15 14:00,fall,0,1,1,28.7,32.575,51,12.998,105,160,265,2011/7/15,14,Friday,July
3041,2011/7/15 15:00,fall,0,1,1,29.52,32.575,45,11.0014,74,163,237,2011/7/15,15,Friday,July
3042,2011/7/15 16:00,fall,0,1,1,29.52,33.335,51,12.998,96,265,361,2011/7/15,16,Friday,July
3043,2011/7/15 17:00,fall,0,1,1,30.34,33.335,42,16.9979,104,483,587,2011/7/15,17,Friday,July
3044,2011/7/15 18:00,fall,0,1,1,29.52,32.575,45,15.0013,102,394,496,2011/7/15,18,Friday,July
3045,2011/7/15 19:00,fall,0,1,1,28.7,31.82,45,15.0013,114,280,394,2011/7/15,19,Friday,July
3046,2011/7/15 20:00,fall,0,1,1,28.7,32.575,51,15.0013,92,251,343,2011/7/15,20,Friday,July
3047,2011/7/15 21:00,fall,0,1,1,27.06,31.06,54,7.0015,75,186,261,2011/7/15,21,Friday,July
3048,2011/7/15 22:00,fall,0,1,1,27.06,31.06,57,15.0013,71,152,223,2011/7/15,22,Friday,July
3049,2011/7/15 23:00,fall,0,1,1,26.24,31.06,61,11.0014,41,126,167,2011/7/15,23,Friday,July
3050,2011/7/16 0:00,fall,0,0,1,25.42,30.305,65,12.998,42,68,110,2011/7/16,0,Saturday,July
3051,2011/7/16 1:00,fall,0,0,1,24.6,29.545,69,7.0015,24,51,75,2011/7/16,1,Saturday,July
3052,2011/7/16 2:00,fall,0,0,1,24.6,29.545,73,8.9981,10,48,58,2011/7/16,2,Saturday,July
3053,2011/7/16 3:00,fall,0,0,1,24.6,28.79,78,8.9981,6,20,26,2011/7/16,3,Saturday,July
3054,2011/7/16 4:00,fall,0,0,1,24.6,29.545,73,6.0032,9,7,16,2011/7/16,4,Saturday,July
3055,2011/7/16 5:00,fall,0,0,1,23.78,27.275,78,6.0032,4,6,10,2011/7/16,5,Saturday,July
3056,2011/7/16 6:00,fall,0,0,1,24.6,28.79,78,11.0014,16,21,37,2011/7/16,6,Saturday,July
3057,2011/7/16 7:00,fall,0,0,1,25.42,29.545,73,8.9981,14,38,52,2011/7/16,7,Saturday,July
3058,2011/7/16 8:00,fall,0,0,1,27.06,31.06,65,11.0014,37,90,127,2011/7/16,8,Saturday,July
3059,2011/7/16 9:00,fall,0,0,1,28.7,32.575,54,15.0013,72,150,222,2011/7/16,9,Saturday,July
3060,2011/7/16 10:00,fall,0,0,1,29.52,33.335,54,12.998,114,208,322,2011/7/16,10,Saturday,July
3061,2011/7/16 11:00,fall,0,0,1,30.34,33.335,48,15.0013,171,225,396,2011/7/16,11,Saturday,July
3062,2011/7/16 12:00,fall,0,0,1,31.16,34.09,43,19.0012,187,276,463,2011/7/16,12,Saturday,July
3063,2011/7/16 13:00,fall,0,0,1,31.16,34.09,45,19.9995,221,276,497,2011/7/16,13,Saturday,July
3064,2011/7/16 14:00,fall,0,0,1,30.34,33.335,45,19.9995,201,232,433,2011/7/16,14,Saturday,July
3065,2011/7/16 15:00,fall,0,0,1,31.16,34.09,45,22.0028,205,223,428,2011/7/16,15,Saturday,July
3066,2011/7/16 16:00,fall,0,0,1,31.16,34.09,45,19.0012,183,242,425,2011/7/16,16,Saturday,July
3067,2011/7/16 17:00,fall,0,0,1,31.16,34.09,45,15.0013,234,241,475,2011/7/16,17,Saturday,July
3068,2011/7/16 18:00,fall,0,0,1,31.16,34.09,45,19.0012,185,243,428,2011/7/16,18,Saturday,July
3069,2011/7/16 19:00,fall,0,0,1,30.34,34.09,48,12.998,164,242,406,2011/7/16,19,Saturday,July
3070,2011/7/16 20:00,fall,0,0,1,29.52,33.335,51,15.0013,108,188,296,2011/7/16,20,Saturday,July
3071,2011/7/16 21:00,fall,0,0,1,28.7,32.575,58,15.0013,85,167,252,2011/7/16,21,Saturday,July
3072,2011/7/16 22:00,fall,0,0,1,28.7,32.575,65,19.0012,65,136,201,2011/7/16,22,Saturday,July
3073,2011/7/16 23:00,fall,0,0,1,27.88,31.82,61,15.0013,61,107,168,2011/7/16,23,Saturday,July
3074,2011/7/17 0:00,fall,0,0,1,27.06,31.06,65,15.0013,34,91,125,2011/7/17,0,Sunday,July
3075,2011/7/17 1:00,fall,0,0,1,26.24,30.305,69,12.998,16,86,102,2011/7/17,1,Sunday,July
3076,2011/7/17 2:00,fall,0,0,1,26.24,30.305,69,15.0013,28,66,94,2011/7/17,2,Sunday,July
3077,2011/7/17 3:00,fall,0,0,1,26.24,30.305,69,15.0013,21,26,47,2011/7/17,3,Sunday,July
3078,2011/7/17 4:00,fall,0,0,1,25.42,29.545,73,11.0014,4,6,10,2011/7/17,4,Sunday,July
3079,2011/7/17 5:00,fall,0,0,1,26.24,30.305,69,15.0013,4,8,12,2011/7/17,5,Sunday,July
3080,2011/7/17 6:00,fall,0,0,1,25.42,29.545,73,11.0014,10,11,21,2011/7/17,6,Sunday,July
3081,2011/7/17 7:00,fall,0,0,1,26.24,30.305,73,11.0014,20,30,50,2011/7/17,7,Sunday,July
3082,2011/7/17 8:00,fall,0,0,1,27.88,31.82,65,15.0013,45,73,118,2011/7/17,8,Sunday,July
3083,2011/7/17 9:00,fall,0,0,1,29.52,33.335,58,15.0013,74,110,184,2011/7/17,9,Sunday,July
3084,2011/7/17 10:00,fall,0,0,1,30.34,34.09,60,15.0013,127,177,304,2011/7/17,10,Sunday,July
3085,2011/7/17 11:00,fall,0,0,1,31.16,34.85,55,19.0012,147,244,391,2011/7/17,11,Sunday,July
3086,2011/7/17 12:00,fall,0,0,1,31.16,34.85,55,19.0012,177,243,420,2011/7/17,12,Sunday,July
3087,2011/7/17 13:00,fall,0,0,1,32.8,37.12,49,19.9995,200,272,472,2011/7/17,13,Sunday,July
3088,2011/7/17 14:00,fall,0,0,1,32.8,37.12,49,23.9994,168,262,430,2011/7/17,14,Sunday,July
3089,2011/7/17 15:00,fall,0,0,1,33.62,37.12,43,19.9995,129,195,324,2011/7/17,15,Sunday,July
3090,2011/7/17 16:00,fall,0,0,1,32.8,36.365,46,19.9995,129,188,317,2011/7/17,16,Sunday,July
3091,2011/7/17 17:00,fall,0,0,1,32.8,37.12,49,26.0027,133,236,369,2011/7/17,17,Sunday,July
3092,2011/7/17 18:00,fall,0,0,1,32.8,36.365,46,19.9995,147,243,390,2011/7/17,18,Sunday,July
3093,2011/7/17 19:00,fall,0,0,1,31.16,34.85,55,19.0012,145,234,379,2011/7/17,19,Sunday,July
3094,2011/7/17 20:00,fall,0,0,1,31.16,35.605,58,16.9979,85,177,262,2011/7/17,20,Sunday,July
3095,2011/7/17 21:00,fall,0,0,1,30.34,34.09,62,15.0013,59,148,207,2011/7/17,21,Sunday,July
3096,2011/7/17 22:00,fall,0,0,1,29.52,34.09,66,15.0013,65,116,181,2011/7/17,22,Sunday,July
3097,2011/7/17 23:00,fall,0,0,1,28.7,33.335,74,8.9981,39,54,93,2011/7/17,23,Sunday,July
3098,2011/7/18 0:00,fall,0,1,1,28.7,33.335,74,8.9981,21,30,51,2011/7/18,0,Monday,July
3099,2011/7/18 1:00,fall,0,1,1,28.7,33.335,74,15.0013,17,8,25,2011/7/18,1,Monday,July
3100,2011/7/18 2:00,fall,0,1,1,27.06,30.305,83,15.0013,2,8,10,2011/7/18,2,Monday,July
3101,2011/7/18 3:00,fall,0,1,1,27.06,30.305,78,12.998,3,4,7,2011/7/18,3,Monday,July
3102,2011/7/18 4:00,fall,0,1,1,26.24,29.545,78,11.0014,1,3,4,2011/7/18,4,Monday,July
3103,2011/7/18 5:00,fall,0,1,1,26.24,29.545,78,7.0015,2,15,17,2011/7/18,5,Monday,July
3104,2011/7/18 6:00,fall,0,1,1,26.24,28.79,83,7.0015,10,95,105,2011/7/18,6,Monday,July
3105,2011/7/18 7:00,fall,0,1,1,27.88,31.82,74,15.0013,22,255,277,2011/7/18,7,Monday,July
3106,2011/7/18 8:00,fall,0,1,1,28.7,32.575,70,12.998,18,329,347,2011/7/18,8,Monday,July
3107,2011/7/18 9:00,fall,0,1,1,30.34,34.85,67,15.0013,33,170,203,2011/7/18,9,Monday,July
3108,2011/7/18 10:00,fall,0,1,1,31.16,35.605,62,12.998,52,78,130,2011/7/18,10,Monday,July
3109,2011/7/18 11:00,fall,0,1,1,32.8,37.88,55,6.0032,42,99,141,2011/7/18,11,Monday,July
3110,2011/7/18 12:00,fall,0,1,1,32.8,38.635,59,12.998,39,126,165,2011/7/18,12,Monday,July
3111,2011/7/18 13:00,fall,0,1,1,33.62,39.395,56,16.9979,27,125,152,2011/7/18,13,Monday,July
3112,2011/7/18 14:00,fall,0,1,1,33.62,39.395,56,22.0028,32,106,138,2011/7/18,14,Monday,July
3113,2011/7/18 15:00,fall,0,1,1,34.44,40.15,53,22.0028,53,111,164,2011/7/18,15,Monday,July
3114,2011/7/18 16:00,fall,0,1,1,34.44,40.15,53,19.0012,45,220,265,2011/7/18,16,Monday,July
3115,2011/7/18 17:00,fall,0,1,1,34.44,39.395,49,22.0028,72,473,545,2011/7/18,17,Monday,July
3116,2011/7/18 18:00,fall,0,1,1,33.62,38.635,49,23.9994,80,478,558,2011/7/18,18,Monday,July
3117,2011/7/18 19:00,fall,0,1,1,32.8,37.88,55,15.0013,63,335,398,2011/7/18,19,Monday,July
3118,2011/7/18 20:00,fall,0,1,1,31.98,37.12,59,15.0013,91,232,323,2011/7/18,20,Monday,July
3119,2011/7/18 21:00,fall,0,1,1,30.34,34.85,66,12.998,48,154,202,2011/7/18,21,Monday,July
3120,2011/7/18 22:00,fall,0,1,1,31.16,36.365,66,15.0013,36,104,140,2011/7/18,22,Monday,July
3121,2011/7/18 23:00,fall,0,1,1,30.34,34.85,66,11.0014,32,59,91,2011/7/18,23,Monday,July
3122,2011/7/19 0:00,fall,0,1,1,30.34,34.85,66,7.0015,25,26,51,2011/7/19,0,Tuesday,July
3123,2011/7/19 1:00,fall,0,1,2,30.34,34.85,66,8.9981,7,6,13,2011/7/19,1,Tuesday,July
3124,2011/7/19 2:00,fall,0,1,1,29.52,34.09,70,11.0014,9,4,13,2011/7/19,2,Tuesday,July
3125,2011/7/19 3:00,fall,0,1,1,29.52,34.09,70,11.0014,2,1,3,2011/7/19,3,Tuesday,July
3126,2011/7/19 4:00,fall,0,1,1,29.52,34.09,70,8.9981,1,4,5,2011/7/19,4,Tuesday,July
3127,2011/7/19 5:00,fall,0,1,2,28.7,33.335,74,7.0015,0,19,19,2011/7/19,5,Tuesday,July
3128,2011/7/19 6:00,fall,0,1,2,29.52,34.85,74,7.0015,8,126,134,2011/7/19,6,Tuesday,July
3129,2011/7/19 7:00,fall,0,1,2,30.34,34.85,70,11.0014,28,287,315,2011/7/19,7,Tuesday,July
3130,2011/7/19 8:00,fall,0,1,2,31.16,36.365,70,11.0014,31,381,412,2011/7/19,8,Tuesday,July
3131,2011/7/19 9:00,fall,0,1,2,32.8,39.395,63,8.9981,22,177,199,2011/7/19,9,Tuesday,July
3132,2011/7/19 10:00,fall,0,1,2,33.62,39.395,56,11.0014,29,112,141,2011/7/19,10,Tuesday,July
3133,2011/7/19 11:00,fall,0,1,1,33.62,40.15,59,0,29,98,127,2011/7/19,11,Tuesday,July
3134,2011/7/19 12:00,fall,0,1,1,34.44,40.91,56,6.0032,26,127,153,2011/7/19,12,Tuesday,July
3135,2011/7/19 13:00,fall,0,1,1,35.26,41.665,53,7.0015,33,139,172,2011/7/19,13,Tuesday,July
3136,2011/7/19 14:00,fall,0,1,1,35.26,40.91,50,12.998,41,111,152,2011/7/19,14,Tuesday,July
3137,2011/7/19 15:00,fall,0,1,1,36.08,40.91,44,12.998,48,110,158,2011/7/19,15,Tuesday,July
3138,2011/7/19 16:00,fall,0,1,1,36.9,42.425,42,19.9995,61,216,277,2011/7/19,16,Tuesday,July
3139,2011/7/19 17:00,fall,0,1,1,32.8,40.15,66,0,68,445,513,2011/7/19,17,Tuesday,July
3140,2011/7/19 18:00,fall,0,1,1,32.8,40.15,66,8.9981,80,450,530,2011/7/19,18,Tuesday,July
3141,2011/7/19 19:00,fall,0,1,1,31.16,37.12,75,12.998,54,334,388,2011/7/19,19,Tuesday,July
3142,2011/7/19 20:00,fall,0,1,1,30.34,36.365,74,6.0032,48,229,277,2011/7/19,20,Tuesday,July
3143,2011/7/19 21:00,fall,0,1,1,30.34,35.605,74,8.9981,47,194,241,2011/7/19,21,Tuesday,July
3144,2011/7/19 22:00,fall,0,1,1,30.34,35.605,74,0,36,120,156,2011/7/19,22,Tuesday,July
3145,2011/7/19 23:00,fall,0,1,3,29.52,34.85,79,11.0014,19,73,92,2011/7/19,23,Tuesday,July
3146,2011/8/1 0:00,fall,0,1,1,29.52,34.09,70,15.0013,7,22,29,2011/8/1,0,Monday,August
3147,2011/8/1 1:00,fall,0,1,1,29.52,34.85,74,12.998,5,12,17,2011/8/1,1,Monday,August
3148,2011/8/1 2:00,fall,0,1,1,28.7,33.335,74,7.0015,4,7,11,2011/8/1,2,Monday,August
3149,2011/8/1 3:00,fall,0,1,1,28.7,33.335,79,11.0014,0,4,4,2011/8/1,3,Monday,August
3150,2011/8/1 4:00,fall,0,1,1,27.06,30.305,83,8.9981,2,2,4,2011/8/1,4,Monday,August
3151,2011/8/1 5:00,fall,0,1,1,27.06,30.305,83,7.0015,2,24,26,2011/8/1,5,Monday,August
3152,2011/8/1 6:00,fall,0,1,1,27.06,30.305,83,6.0032,3,97,100,2011/8/1,6,Monday,August
3153,2011/8/1 7:00,fall,0,1,1,30.34,34.09,62,0,24,258,282,2011/8/1,7,Monday,August
3154,2011/8/1 8:00,fall,0,1,1,32.8,36.365,43,12.998,35,347,382,2011/8/1,8,Monday,August
3155,2011/8/1 9:00,fall,0,1,1,33.62,37.12,41,0,27,139,166,2011/8/1,9,Monday,August
3156,2011/8/1 10:00,fall,0,1,1,35.26,37.88,36,11.0014,27,70,97,2011/8/1,10,Monday,August
3157,2011/8/1 11:00,fall,0,1,1,36.08,38.635,32,11.0014,53,66,119,2011/8/1,11,Monday,August
3158,2011/8/1 12:00,fall,0,1,1,36.9,40.15,33,16.9979,53,115,168,2011/8/1,12,Monday,August
3159,2011/8/1 13:00,fall,0,1,1,36.9,40.15,31,19.9995,38,112,150,2011/8/1,13,Monday,August
3160,2011/8/1 14:00,fall,0,1,1,37.72,40.91,29,12.998,37,86,123,2011/8/1,14,Monday,August
3161,2011/8/1 15:00,fall,0,1,1,36.9,39.395,27,0,52,77,129,2011/8/1,15,Monday,August
3162,2011/8/1 16:00,fall,0,1,1,36.9,39.395,27,0,34,197,231,2011/8/1,16,Monday,August
3163,2011/8/1 17:00,fall,0,1,1,31.16,34.09,45,19.9995,69,445,514,2011/8/1,17,Monday,August
3164,2011/8/1 18:00,fall,0,1,1,31.98,34.85,43,12.998,68,475,543,2011/8/1,18,Monday,August
3165,2011/8/1 19:00,fall,0,1,1,30.34,33.335,51,15.0013,63,350,413,2011/8/1,19,Monday,August
3166,2011/8/1 20:00,fall,0,1,1,29.52,34.09,62,15.0013,49,256,305,2011/8/1,20,Monday,August
3167,2011/8/1 21:00,fall,0,1,1,28.7,32.575,70,16.9979,42,178,220,2011/8/1,21,Monday,August
3168,2011/8/1 22:00,fall,0,1,1,28.7,32.575,70,6.0032,21,116,137,2011/8/1,22,Monday,August
3169,2011/8/1 23:00,fall,0,1,1,27.88,31.82,74,12.998,14,82,96,2011/8/1,23,Monday,August
3170,2011/8/2 0:00,fall,0,1,1,27.06,31.06,74,0,11,18,29,2011/8/2,0,Tuesday,August
3171,2011/8/2 1:00,fall,0,1,1,27.06,31.06,74,7.0015,4,8,12,2011/8/2,1,Tuesday,August
3172,2011/8/2 2:00,fall,0,1,1,27.88,31.82,69,0,2,6,8,2011/8/2,2,Tuesday,August
3173,2011/8/2 3:00,fall,0,1,1,27.06,31.06,74,12.998,0,5,5,2011/8/2,3,Tuesday,August
3174,2011/8/2 4:00,fall,0,1,1,27.06,31.06,74,7.0015,0,10,10,2011/8/2,4,Tuesday,August
3175,2011/8/2 5:00,fall,0,1,1,27.06,31.06,74,8.9981,4,17,21,2011/8/2,5,Tuesday,August
3176,2011/8/2 6:00,fall,0,1,1,27.88,31.82,69,7.0015,12,105,117,2011/8/2,6,Tuesday,August
3177,2011/8/2 7:00,fall,0,1,1,29.52,33.335,61,19.0012,15,320,335,2011/8/2,7,Tuesday,August
3178,2011/8/2 8:00,fall,0,1,1,30.34,34.09,58,19.0012,37,398,435,2011/8/2,8,Tuesday,August
3179,2011/8/2 9:00,fall,0,1,1,31.98,34.85,46,19.9995,31,182,213,2011/8/2,9,Tuesday,August
3180,2011/8/2 10:00,fall,0,1,1,33.62,36.365,36,19.9995,50,90,140,2011/8/2,10,Tuesday,August
3181,2011/8/2 11:00,fall,0,1,1,34.44,36.365,32,27.9993,32,96,128,2011/8/2,11,Tuesday,August
3182,2011/8/2 12:00,fall,0,1,1,35.26,37.12,30,19.0012,45,112,157,2011/8/2,12,Tuesday,August
3183,2011/8/2 13:00,fall,0,1,1,35.26,37.12,30,15.0013,50,153,203,2011/8/2,13,Tuesday,August
3184,2011/8/2 14:00,fall,0,1,1,36.9,38.635,25,19.0012,45,114,159,2011/8/2,14,Tuesday,August
3185,2011/8/2 15:00,fall,0,1,1,36.9,38.635,25,19.0012,48,120,168,2011/8/2,15,Tuesday,August
3186,2011/8/2 16:00,fall,0,1,1,36.9,38.635,25,19.0012,58,216,274,2011/8/2,16,Tuesday,August
3187,2011/8/2 17:00,fall,0,1,2,36.9,39.395,27,8.9981,63,493,556,2011/8/2,17,Tuesday,August
3188,2011/8/2 18:00,fall,0,1,2,35.26,37.88,34,12.998,65,491,556,2011/8/2,18,Tuesday,August
3189,2011/8/2 19:00,fall,0,1,2,35.26,37.88,36,15.0013,85,369,454,2011/8/2,19,Tuesday,August
3190,2011/8/2 20:00,fall,0,1,2,33.62,37.88,46,16.9979,40,248,288,2011/8/2,20,Tuesday,August
3191,2011/8/2 21:00,fall,0,1,1,32.8,37.12,52,15.0013,53,201,254,2011/8/2,21,Tuesday,August
3192,2011/8/2 22:00,fall,0,1,2,31.98,37.12,59,11.0014,22,169,191,2011/8/2,22,Tuesday,August
3193,2011/8/2 23:00,fall,0,1,2,32.8,37.12,49,11.0014,29,103,132,2011/8/2,23,Tuesday,August
3194,2011/8/3 0:00,fall,0,1,2,32.8,37.12,49,11.0014,11,32,43,2011/8/3,0,Wednesday,August
3195,2011/8/3 1:00,fall,0,1,2,31.98,35.605,52,11.0014,7,9,16,2011/8/3,1,Wednesday,August
3196,2011/8/3 2:00,fall,0,1,2,31.98,35.605,49,11.0014,2,9,11,2011/8/3,2,Wednesday,August
3197,2011/8/3 3:00,fall,0,1,2,31.16,34.85,55,6.0032,0,4,4,2011/8/3,3,Wednesday,August
3198,2011/8/3 4:00,fall,0,1,2,31.16,34.85,52,11.0014,0,7,7,2011/8/3,4,Wednesday,August
3199,2011/8/3 5:00,fall,0,1,2,31.16,34.85,55,6.0032,2,22,24,2011/8/3,5,Wednesday,August
3200,2011/8/3 6:00,fall,0,1,3,29.52,34.09,66,32.9975,9,101,110,2011/8/3,6,Wednesday,August
3201,2011/8/3 7:00,fall,0,1,2,30.34,33.335,51,15.0013,19,252,271,2011/8/3,7,Wednesday,August
3202,2011/8/3 8:00,fall,0,1,2,30.34,33.335,51,11.0014,29,408,437,2011/8/3,8,Wednesday,August
3203,2011/8/3 9:00,fall,0,1,2,30.34,34.09,55,12.998,23,172,195,2011/8/3,9,Wednesday,August
3204,2011/8/3 10:00,fall,0,1,3,30.34,34.09,58,6.0032,9,59,68,2011/8/3,10,Wednesday,August
3205,2011/8/3 11:00,fall,0,1,2,30.34,34.09,58,7.0015,29,93,122,2011/8/3,11,Wednesday,August
3206,2011/8/3 12:00,fall,0,1,3,31.16,34.85,55,8.9981,19,142,161,2011/8/3,12,Wednesday,August
3207,2011/8/3 13:00,fall,0,1,2,31.16,35.605,58,15.0013,37,107,144,2011/8/3,13,Wednesday,August
3208,2011/8/3 14:00,fall,0,1,2,31.16,35.605,58,15.0013,43,104,147,2011/8/3,14,Wednesday,August
3209,2011/8/3 15:00,fall,0,1,2,28.7,33.335,79,8.9981,31,87,118,2011/8/3,15,Wednesday,August
3210,2011/8/3 16:00,fall,0,1,3,27.88,31.82,79,0,21,129,150,2011/8/3,16,Wednesday,August
3211,2011/8/3 17:00,fall,0,1,2,28.7,33.335,79,0,47,378,425,2011/8/3,17,Wednesday,August
3212,2011/8/3 18:00,fall,0,1,3,28.7,33.335,84,0,49,443,492,2011/8/3,18,Wednesday,August
3213,2011/8/3 19:00,fall,0,1,3,28.7,33.335,84,0,51,270,321,2011/8/3,19,Wednesday,August
3214,2011/8/3 20:00,fall,0,1,3,28.7,33.335,84,7.0015,7,80,87,2011/8/3,20,Wednesday,August
3215,2011/8/3 21:00,fall,0,1,2,27.88,31.82,89,8.9981,7,81,88,2011/8/3,21,Wednesday,August
3216,2011/8/3 22:00,fall,0,1,3,27.88,31.82,89,7.0015,11,66,77,2011/8/3,22,Wednesday,August
3217,2011/8/3 23:00,fall,0,1,2,27.88,31.82,89,6.0032,4,52,56,2011/8/3,23,Wednesday,August
3218,2011/8/4 0:00,fall,0,1,2,27.88,31.82,89,6.0032,2,15,17,2011/8/4,0,Thursday,August
3219,2011/8/4 1:00,fall,0,1,2,27.06,29.545,94,6.0032,3,14,17,2011/8/4,1,Thursday,August
3220,2011/8/4 2:00,fall,0,1,2,27.06,29.545,94,6.0032,2,5,7,2011/8/4,2,Thursday,August
3221,2011/8/4 3:00,fall,0,1,3,27.06,29.545,94,6.0032,0,3,3,2011/8/4,3,Thursday,August
3222,2011/8/4 4:00,fall,0,1,2,27.88,31.82,89,0,0,7,7,2011/8/4,4,Thursday,August
3223,2011/8/4 5:00,fall,0,1,2,27.88,31.82,89,0,3,17,20,2011/8/4,5,Thursday,August
3224,2011/8/4 6:00,fall,0,1,2,27.88,31.82,89,19.9995,7,90,97,2011/8/4,6,Thursday,August
3225,2011/8/4 7:00,fall,0,1,2,27.88,31.82,89,19.9995,11,271,282,2011/8/4,7,Thursday,August
3226,2011/8/4 8:00,fall,0,1,2,28.7,32.575,82,23.9994,29,369,398,2011/8/4,8,Thursday,August
3227,2011/8/4 9:00,fall,0,1,1,29.52,34.85,74,22.0028,25,162,187,2011/8/4,9,Thursday,August
3228,2011/8/4 10:00,fall,0,1,1,29.52,33.335,71,19.9995,24,89,113,2011/8/4,10,Thursday,August
3229,2011/8/4 11:00,fall,0,1,2,30.34,34.85,66,15.0013,37,112,149,2011/8/4,11,Thursday,August
3230,2011/8/4 12:00,fall,0,1,2,31.16,35.605,62,15.0013,53,152,205,2011/8/4,12,Thursday,August
3231,2011/8/4 13:00,fall,0,1,1,31.16,35.605,58,0,63,142,205,2011/8/4,13,Thursday,August
3232,2011/8/4 14:00,fall,0,1,1,32.8,37.88,55,11.0014,53,114,167,2011/8/4,14,Thursday,August
3233,2011/8/4 15:00,fall,0,1,1,32.8,37.88,55,16.9979,50,115,165,2011/8/4,15,Thursday,August
3234,2011/8/4 16:00,fall,0,1,1,31.16,35.605,62,22.0028,70,220,290,2011/8/4,16,Thursday,August
3235,2011/8/4 17:00,fall,0,1,1,31.16,35.605,62,22.0028,91,464,555,2011/8/4,17,Thursday,August
3236,2011/8/4 18:00,fall,0,1,1,28.7,33.335,74,19.9995,88,435,523,2011/8/4,18,Thursday,August
3237,2011/8/4 19:00,fall,0,1,1,28.7,33.335,74,19.0012,65,301,366,2011/8/4,19,Thursday,August
3238,2011/8/4 20:00,fall,0,1,2,28.7,33.335,74,12.998,41,245,286,2011/8/4,20,Thursday,August
3239,2011/8/4 21:00,fall,0,1,2,28.7,33.335,74,12.998,25,186,211,2011/8/4,21,Thursday,August
3240,2011/8/4 22:00,fall,0,1,1,27.88,31.82,74,12.998,33,141,174,2011/8/4,22,Thursday,August
3241,2011/8/4 23:00,fall,0,1,1,27.06,31.06,74,7.0015,24,108,132,2011/8/4,23,Thursday,August
3242,2011/8/5 0:00,fall,0,1,1,27.06,31.06,74,7.0015,13,41,54,2011/8/5,0,Friday,August
3243,2011/8/5 1:00,fall,0,1,1,26.24,29.545,78,6.0032,3,16,19,2011/8/5,1,Friday,August
3244,2011/8/5 2:00,fall,0,1,1,27.06,31.06,69,0,5,14,19,2011/8/5,2,Friday,August
3245,2011/8/5 3:00,fall,0,1,1,26.24,29.545,78,6.0032,0,6,6,2011/8/5,3,Friday,August
3246,2011/8/5 4:00,fall,0,1,1,26.24,29.545,78,8.9981,1,6,7,2011/8/5,4,Friday,August
3247,2011/8/5 5:00,fall,0,1,1,26.24,29.545,78,6.0032,0,16,16,2011/8/5,5,Friday,August
3248,2011/8/5 6:00,fall,0,1,1,26.24,29.545,78,8.9981,7,94,101,2011/8/5,6,Friday,August
3249,2011/8/5 7:00,fall,0,1,1,27.06,30.305,78,8.9981,23,247,270,2011/8/5,7,Friday,August
3250,2011/8/5 8:00,fall,0,1,1,28.7,32.575,65,15.0013,39,415,454,2011/8/5,8,Friday,August
3251,2011/8/5 9:00,fall,0,1,1,29.52,33.335,58,7.0015,43,183,226,2011/8/5,9,Friday,August
3252,2011/8/5 10:00,fall,0,1,1,30.34,34.09,55,8.9981,50,113,163,2011/8/5,10,Friday,August
3253,2011/8/5 11:00,fall,0,1,2,31.16,34.85,52,16.9979,44,103,147,2011/8/5,11,Friday,August
3254,2011/8/5 12:00,fall,0,1,1,31.16,34.85,52,16.9979,57,159,216,2011/8/5,12,Friday,August
3255,2011/8/5 13:00,fall,0,1,1,31.98,35.605,52,16.9979,40,164,204,2011/8/5,13,Friday,August
3256,2011/8/5 14:00,fall,0,1,2,31.98,35.605,52,16.9979,81,164,245,2011/8/5,14,Friday,August
3257,2011/8/5 15:00,fall,0,1,1,31.16,34.85,55,16.9979,50,160,210,2011/8/5,15,Friday,August
